query,name,site,type,subtypes,category,phone,full_address,borough,street,city,postal_code,state,us_state,country,country_code,latitude,longitude,time_zone,plus_code,area_service,rating,reviews,reviews_link,reviews_tags,reviews_per_score,reviews_per_score_1,reviews_per_score_2,reviews_per_score_3,reviews_per_score_4,reviews_per_score_5,photos_count,photo,street_view,located_in,working_hours,working_hours_old_format,other_hours,popular_times,business_status,about,range,posts,logo,description,verified,owner_id,owner_title,owner_link,reservation_links,booking_appointment_link,menu_link,order_links,location_link,place_id,google_id,cid,reviews_id,located_google_id
"coffee shop, Dhahran, Eastern Province, Saudi Arabia",Seattle's Best,https://cinnabon-ksa.com/,Coffee shop,"Coffee shop, Cafe",cafes,+966 55 666 5786,"SBC Gate 2, Mall of Dhahran, Prince Faisal Bin Fahd Road, Al Dawhah Al Janubiyah, Dhahran 34457",Al Dawhah Al Janubiyah,"SBC Gate 2, Mall of Dhahran, Prince Faisal Bin Fahd Road",Dhahran,34457,,,Saudi Arabia,SA,26.304582999999997,50.170528,Asia/Riyadh,,False,3.4,5.0,,,"{""1"": 1, ""2"": 0, ""3"": 1, ""4"": 2, ""5"": 1}",1.0,0.0,1.0,2.0,1.0,36.0,https://lh5.googleusercontent.com/p/AF1QipOjJRHpzfddvnlKGc-2vyAc1jFFgAeohZ4IS4-Q=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipOjJRHpzfddvnlKGc-2vyAc1jFFgAeohZ4IS4-Q=w1600-h1000-k-no,,"{""Monday"": ""9 AM-12 AM"", ""Tuesday"": ""9 AM-12 AM"", ""Wednesday"": ""9 AM-12 AM"", ""Thursday"": ""9 AM-12 AM"", ""Friday"": ""11 AM-12 AM"", ""Saturday"": ""9 AM-12 AM"", ""Sunday"": ""9 AM-12 AM""}",Monday: 9 AM-12 AM | Tuesday: 9 AM-12 AM | Wednesday: 9 AM-12 AM | Thursday: 9 AM-12 AM | Friday: 11 AM-12 AM | Saturday: 9 AM-12 AM | Sunday: 9 AM-12 AM,,,OPERATIONAL,"{""Service options"": {""Takeaway"": true, ""Dine-in"": true}, ""Accessibility"": {""Wheelchair-accessible car park"": true}, ""Offerings"": {""Coffee"": true}, ""Dining options"": {""Dessert"": true}, ""Atmosphere"": {""Casual"": true, ""Cosy"": true}, ""Payments"": {""Credit cards"": true}}",,,https://lh5.googleusercontent.com/-R4UdMlRM4_M/AAAAAAAAAAI/AAAAAAAAAAA/sXggKT4PDIE/s44-p-k-no-ns-nd/photo.jpg,"Straightforward coffeehouse chain serving house-brand roasts, breakfast bites & other light fare.",True,112072158494292240150,Seattle's Best,https://www.google.com/maps/contrib/112072158494292240150,,,,,"https://www.google.com/maps/place/Seattle%27s+Best/@26.304582999999997,50.170528,14z/data=!4m8!1m2!2m1!1sSeattle%27s+Best!3m4!1s0x3e49e7819f78348d:0xfb06248225032de7!8m2!3d26.304582999999997!4d50.170528",ChIJjTR4n4HnST4R5y0DJYIkBvs,0x3e49e7819f78348d:0xfb06248225032de7,18088185094765489639,-358558978944061977,
"coffee shop, Dhahran, Eastern Province, Saudi Arabia",قهوة الشيوخ Alshayoukh Coffee,,Coffee shop,Coffee shop,coffee shops,+966 53 839 9271,"Al Dawhah Al Janubiyah, Dhahran 34451",Al Dawhah Al Janubiyah,,Dhahran,34451,,,Saudi Arabia,SA,26.3230446,50.1628015,Asia/Riyadh,,False,3.9,91.0,,,"{""1"": 8, ""2"": 6, ""3"": 14, ""4"": 20, ""5"": 43}",8.0,6.0,14.0,20.0,43.0,13.0,https://lh5.googleusercontent.com/p/AF1QipOi8KIik5gR1IRFoy2ADVotC6VVXnlpP9D8lRde=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipOi8KIik5gR1IRFoy2ADVotC6VVXnlpP9D8lRde=w1600-h1000-k-no,,"{""Monday"": ""8-11:40 AM,3:40-11 PM"", ""Tuesday"": ""8-11:40 AM,3:40-11 PM"", ""Wednesday"": ""8-11:40 AM,3:40-11 PM"", ""Thursday"": ""8-11:40 AM,3:40-11 PM"", ""Friday"": ""3:40-11 PM"", ""Saturday"": ""8-11:40 AM,3:40-11 PM"", ""Sunday"": ""8-11:40 AM,3:40-11 PM""}","Monday: 8-11:40 AM,3:40-11 PM | Tuesday: 8-11:40 AM,3:40-11 PM | Wednesday: 8-11:40 AM,3:40-11 PM | Thursday: 8-11:40 AM,3:40-11 PM | Friday: 3:40-11 PM | Saturday: 8-11:40 AM,3:40-11 PM | Sunday: 8-11:40 AM,3:40-11 PM",,,OPERATIONAL,"{""Service options"": {""Takeaway"": true, ""Dine-in"": true}, ""Offerings"": {""Coffee"": true}, ""Dining options"": {""Dessert"": true}, ""Atmosphere"": {""Casual"": true}}",$$,,https://lh3.googleusercontent.com/-RDyheb8NX2Q/AAAAAAAAAAI/AAAAAAAAAAA/JqX5sQzA1m4/s44-p-k-no-ns-nd/photo.jpg,,True,111806205521320632450,قهوة الشيوخ Alshayoukh Coffee,https://www.google.com/maps/contrib/111806205521320632450,,,,,"https://www.google.com/maps/place/%D9%82%D9%87%D9%88%D8%A9+%D8%A7%D9%84%D8%B4%D9%8A%D9%88%D8%AE+Alshayoukh+Coffee/@26.3230446,50.1628015,14z/data=!4m8!1m2!2m1!1s%D9%82%D9%87%D9%88%D8%A9+%D8%A7%D9%84%D8%B4%D9%8A%D9%88%D8%AE+Alshayoukh+Coffee!3m4!1s0x3e49e61333136ead:0x7f5568ccf988a718!8m2!3d26.3230446!4d50.1628015",ChIJrW4TMxPmST4RGKeI-cxoVX8,0x3e49e61333136ead:0x7f5568ccf988a718,9175355045406353176,9175355045406353176,
"coffee shop, Dhahran, Eastern Province, Saudi Arabia",Shrq Coffee Roaster,,Coffee shop,Coffee shop,coffee shops,,"Ibis Avenue, Gharb Al Dhahran, Dhahran 34465",Gharb Al Dhahran,Ibis Avenue,Dhahran,34465,,,Saudi Arabia,SA,26.304885199999998,50.1302806,Asia/Riyadh,,False,4.2,44.0,,,"{""1"": 4, ""2"": 3, ""3"": 2, ""4"": 6, ""5"": 29}",4.0,3.0,2.0,6.0,29.0,41.0,https://lh5.googleusercontent.com/p/AF1QipMTsrTjKR7vOERHSBqwgfvqRvjDT1zA5Fpf-H_T=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipMTsrTjKR7vOERHSBqwgfvqRvjDT1zA5Fpf-H_T=w1600-h1000-k-no,,"{""Monday"": ""7 AM-10 PM"", ""Tuesday"": ""7 AM-10 PM"", ""Wednesday"": ""7 AM-10 PM"", ""Thursday"": ""7 AM-10 PM"", ""Friday"": ""7 AM-10 PM"", ""Saturday"": ""7 AM-10 PM"", ""Sunday"": ""7 AM-10 PM""}",Monday: 7 AM-10 PM | Tuesday: 7 AM-10 PM | Wednesday: 7 AM-10 PM | Thursday: 7 AM-10 PM | Friday: 7 AM-10 PM | Saturday: 7 AM-10 PM | Sunday: 7 AM-10 PM,,,OPERATIONAL,"{""Service options"": {""No-contact delivery"": true, ""Delivery"": true, ""Dine-in"": true}, ""Offerings"": {""Coffee"": true}, ""Dining options"": {""Dessert"": true}, ""Amenities"": {""Good for kids"": true}, ""Atmosphere"": {""Casual"": true, ""Cosy"": true}, ""Crowd"": {""Groups"": true}}",,,,,False,None,Shrq Coffee Roaster,,,,,,"https://www.google.com/maps/place/Shrq+Coffee+Roaster/@26.304885199999998,50.1302806,14z/data=!4m8!1m2!2m1!1sShrq+Coffee+Roaster!3m4!1s0x3e49e7098a280945:0x492c09150d1cc36f!8m2!3d26.304885199999998!4d50.1302806",ChIJRQkoignnST4Rb8McDRUJLEk,0x3e49e7098a280945:0x492c09150d1cc36f,5272599249762960239,5272599249762960239,
"coffee shop, Dhahran, Eastern Province, Saudi Arabia",Hooka mood cafe,,Coffee shop,Coffee shop,coffee shops,,Dhahran 34811,None,,Dhahran,34811,,,Saudi Arabia,SA,26.1891875,50.0206875,Asia/Riyadh,,False,3.9,11.0,,,"{""1"": 3, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 8}",3.0,0.0,0.0,0.0,8.0,6.0,https://lh5.googleusercontent.com/p/AF1QipPHDzWsH1_PwxUHEc9Y7fIwmbmnHDNAWR2rSQLO=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipPHDzWsH1_PwxUHEc9Y7fIwmbmnHDNAWR2rSQLO=w1600-h1000-k-no,,"{""Monday"": ""2:30 PM-12 AM"", ""Tuesday"": ""2:30 PM-12 AM"", ""Wednesday"": ""2:30 PM-12 AM"", ""Thursday"": ""2:30 PM-2 AM"", ""Friday"": ""2 PM-2 AM"", ""Saturday"": ""2:30 PM-12 AM"", ""Sunday"": ""2:30 PM-12 AM""}",Monday: 2:30 PM-12 AM | Tuesday: 2:30 PM-12 AM | Wednesday: 2:30 PM-12 AM | Thursday: 2:30 PM-2 AM | Friday: 2 PM-2 AM | Saturday: 2:30 PM-12 AM | Sunday: 2:30 PM-12 AM,,,OPERATIONAL,"{""Service options"": {""Kerbside pickup"": true, ""No-contact delivery"": true, ""Delivery"": true, ""Drive-through"": true, ""Takeaway"": true, ""Dine-in"": true}, ""Accessibility"": {""Wheelchair-accessible car park"": true, ""Wheelchair-accessible entrance"": true}, ""Offerings"": {""Coffee"": true}, ""Dining options"": {""Dessert"": true}, ""Atmosphere"": {""Casual"": true, ""Cosy"": true}, ""Crowd"": {""Groups"": true}}",,,https://lh3.googleusercontent.com/-wD3eGBKY3EE/AAAAAAAAAAI/AAAAAAAAAAA/NJcqlpoDhdA/s44-p-k-no-ns-nd/photo.jpg,,True,110822286308573040205,Hooka mood cafe,https://www.google.com/maps/contrib/110822286308573040205,,,,,"https://www.google.com/maps/place/Hooka+mood+cafe/@26.1891875,50.0206875,14z/data=!4m8!1m2!2m1!1sHooka+mood+cafe!3m4!1s0x3e49dfc00db2c141:0x3affc39d24019d0a!8m2!3d26.1891875!4d50.0206875",ChIJQcGyDcDfST4RCp0BJJ3D_zo,0x3e49dfc00db2c141:0x3affc39d24019d0a,4251331652942404874,4251331652942404874,
"coffee shop, Dhahran, Eastern Province, Saudi Arabia",القهوة المثالية,,Coffee shop,Coffee shop,coffee shops,,"5WCH+XV, Dhahran 34367",None,5WCH+XV,Dhahran,34367,,,Saudi Arabia,SA,26.1722953,49.929532099999996,Asia/Riyadh,,False,4.2,6.0,,,"{""1"": 0, ""2"": 0, ""3"": 1, ""4"": 3, ""5"": 2}",0.0,0.0,1.0,3.0,2.0,6.0,https://lh5.googleusercontent.com/p/AF1QipNN3WNlp8CNMdJPOJxXbA3rEM58b3cAY18allW5=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipNN3WNlp8CNMdJPOJxXbA3rEM58b3cAY18allW5=w1600-h1000-k-no,,"{""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours"", ""Sunday"": ""Open 24 hours""}",Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,,,OPERATIONAL,"{""Service options"": {""No-contact delivery"": true, ""Delivery"": true, ""Dine-in"": true}, ""Offerings"": {""Coffee"": true}, ""Atmosphere"": {""Casual"": true}}",,,,,False,None,القهوة المثالية,,,,,,"https://www.google.com/maps/place/%D8%A7%D9%84%D9%82%D9%87%D9%88%D8%A9+%D8%A7%D9%84%D9%85%D8%AB%D8%A7%D9%84%D9%8A%D8%A9/@26.1722953,49.929532099999996,14z/data=!4m8!1m2!2m1!1s%D8%A7%D9%84%D9%82%D9%87%D9%88%D8%A9+%D8%A7%D9%84%D9%85%D8%AB%D8%A7%D9%84%D9%8A%D8%A9!3m4!1s0x3e3623593dd32adb:0xca9105ab957728f4!8m2!3d26.1722953!4d49.929532099999996",ChIJ2yrTPVkjNj4R9Ch3lasFkco,0x3e3623593dd32adb:0xca9105ab957728f4,14596454101789649140,-3850289971919902476,
"coffee shop, Dhahran, Eastern Province, Saudi Arabia",RATIO Speciality Coffee,https://ratio.sa/,Cafe,Cafe,cafes,+966 54 774 7591,"in front of cinema, Gate 3، Dhahran Mall Ratio Specialty Coffee Dharan mall, Dhahran",Al Dawhah Al Janubiyah,"in front of cinema, Gate 3، Dhahran Mall Ratio Specialty Coffee Dharan mall",Dhahran,None,,,Saudi Arabia,SA,26.3062977,50.171028299999996,Asia/Riyadh,,False,4.7,1164.0,"https://search.google.com/local/reviews?placeid=ChIJ2TePmdrnST4R1lrtDB84kPM&q=coffee+shop,+Dhahran,+Eastern+Province,+Saudi+Arabia&authuser=0&hl=en&gl=SA",,"{""1"": 41, ""2"": 7, ""3"": 24, ""4"": 68, ""5"": 1024}",41.0,7.0,24.0,68.0,1024.0,511.0,https://lh5.googleusercontent.com/p/AF1QipM4k4MqSgvih1SvV1R2xjo_Z4A0p3OGSih7Bphj=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipM4k4MqSgvih1SvV1R2xjo_Z4A0p3OGSih7Bphj=w1600-h1000-k-no,,"{""Monday"": ""9 AM-3 AM"", ""Tuesday"": ""9 AM-3 AM"", ""Wednesday"": ""9 AM-3 AM"", ""Thursday"": ""9 AM-3 AM"", ""Friday"": ""2 PM-3 AM"", ""Saturday"": ""9 AM-3 AM"", ""Sunday"": ""9 AM-3 AM""}",Monday: 9 AM-3 AM | Tuesday: 9 AM-3 AM | Wednesday: 9 AM-3 AM | Thursday: 9 AM-3 AM | Friday: 2 PM-3 AM | Saturday: 9 AM-3 AM | Sunday: 9 AM-3 AM,,,OPERATIONAL,"{""Service options"": {""Outdoor seating"": true, ""No-contact delivery"": true, ""Delivery"": true, ""Takeaway"": true, ""Dine-in"": true}, ""Offerings"": {""Coffee"": true}, ""Dining options"": {""Dessert"": true, ""Seating"": true}, ""Atmosphere"": {""Casual"": true, ""Cosy"": true}, ""Crowd"": {""Groups"": true}, ""Payments"": {""Credit cards"": true}}",,,https://lh5.googleusercontent.com/-LyFkFHv_XF0/AAAAAAAAAAI/AAAAAAAAAAA/02R9p349l9k/s44-p-k-no-ns-nd/photo.jpg,,True,110331432173151649534,RATIO Speciality Coffee,https://www.google.com/maps/contrib/110331432173151649534,,,,,"https://www.google.com/maps/place/RATIO+Speciality+Coffee/@26.3062977,50.171028299999996,14z/data=!4m8!1m2!2m1!1sRATIO+Speciality+Coffee!3m4!1s0x3e49e7da998f37d9:0xf390381f0ced5ad6!8m2!3d26.3062977!4d50.171028299999996",ChIJ2TePmdrnST4R1lrtDB84kPM,0x3e49e7da998f37d9:0xf390381f0ced5ad6,17550589453874846422,-896154619834705194,
"coffee shop, Dhahran, Eastern Province, Saudi Arabia",Road Café | قهوة الطريق,,Coffee shop,Coffee shop,coffee shops,+966 50 624 0568,"5WCH+XV, Dhahran 34367",None,5WCH+XV,Dhahran,34367,,,Saudi Arabia,SA,26.1723796,49.9296423,Asia/Riyadh,,False,4.3,24.0,"https://search.google.com/local/reviews?placeid=ChIJfUunST8jNj4RxI9AMNruzj0&q=coffee+shop,+Dhahran,+Eastern+Province,+Saudi+Arabia&authuser=0&hl=en&gl=SA",,"{""1"": 0, ""2"": 2, ""3"": 4, ""4"": 3, ""5"": 15}",0.0,2.0,4.0,3.0,15.0,16.0,https://lh5.googleusercontent.com/p/AF1QipMB0jeekIS-vsR_m8HDRW_gUnBZoxLlGTCygtkE=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipMB0jeekIS-vsR_m8HDRW_gUnBZoxLlGTCygtkE=w1600-h1000-k-no,,"{""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours"", ""Sunday"": ""Open 24 hours""}",Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,,,OPERATIONAL,"{""Service options"": {""Kerbside pickup"": true, ""No-contact delivery"": true, ""Drive-through"": true, ""Takeaway"": true}, ""Offerings"": {""Coffee"": true}, ""Atmosphere"": {""Casual"": true}, ""Crowd"": {""Groups"": true}}",,,https://lh4.googleusercontent.com/-3jcNlboxYDs/AAAAAAAAAAI/AAAAAAAAAAA/HR14eXTlzzs/s44-p-k-no-ns-nd/photo.jpg,,True,111736311333788254989,Road Café | قهوة الطريق,https://www.google.com/maps/contrib/111736311333788254989,,,,,"https://www.google.com/maps/place/Road+Caf%C3%A9+%7C+%D9%82%D9%87%D9%88%D8%A9+%D8%A7%D9%84%D8%B7%D8%B1%D9%8A%D9%82/@26.1723796,49.9296423,14z/data=!4m8!1m2!2m1!1sRoad+Caf%C3%A9+%7C+%D9%82%D9%87%D9%88%D8%A9+%D8%A7%D9%84%D8%B7%D8%B1%D9%8A%D9%82!3m4!1s0x3e36233f49a74b7d:0x3dceeeda30408fc4!8m2!3d26.1723796!4d49.9296423",ChIJfUunST8jNj4RxI9AMNruzj0,0x3e36233f49a74b7d:0x3dceeeda30408fc4,4453759702395817924,4453759702395817924,
"coffee shop, Dhahran, Eastern Province, Saudi Arabia",Palm Beach Coffee Shop,,Coffee shop,Coffee shop,coffee shops,+966 13 896 6166,"52RC+79H, Dhahran 34811",None,52RC+79H,Dhahran,34811,,,Saudi Arabia,SA,26.1906808,50.0209818,Asia/Riyadh,,False,4.0,124.0,"https://search.google.com/local/reviews?placeid=ChIJuX11cT7fST4R3885txd4Uck&q=coffee+shop,+Dhahran,+Eastern+Province,+Saudi+Arabia&authuser=0&hl=en&gl=SA",,"{""1"": 8, ""2"": 6, ""3"": 23, ""4"": 32, ""5"": 55}",8.0,6.0,23.0,32.0,55.0,90.0,https://lh5.googleusercontent.com/p/AF1QipMN_NUC747XaC38zC00wYH1gQLcbrBByIwY-g13=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipMN_NUC747XaC38zC00wYH1gQLcbrBByIwY-g13=w1600-h1000-k-no,,"{""Monday"": ""2 PM-12 AM"", ""Tuesday"": ""2 PM-12 AM"", ""Wednesday"": ""2 PM-12 AM"", ""Thursday"": ""2 PM-12 AM"", ""Friday"": ""2 PM-12 AM"", ""Saturday"": ""Open 24 hours"", ""Sunday"": ""2 PM-12 AM""}",Monday: 2 PM-12 AM | Tuesday: 2 PM-12 AM | Wednesday: 2 PM-12 AM | Thursday: 2 PM-12 AM | Friday: 2 PM-12 AM | Saturday: Open 24 hours | Sunday: 2 PM-12 AM,,,OPERATIONAL,"{""Service options"": {""Outdoor seating"": true, ""No-contact delivery"": true, ""Delivery"": true, ""Takeaway"": true, ""Dine-in"": true}, ""Accessibility"": {""Wheelchair-accessible car park"": true, ""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible seating"": true}, ""Offerings"": {""Coffee"": true, ""Small plates"": true}, ""Dining options"": {""Dinner"": true, ""Dessert"": true, ""Seating"": true}, ""Amenities"": {""Good for kids"": true, ""Toilets"": true}, ""Atmosphere"": {""Casual"": true, ""Cosy"": true}, ""Crowd"": {""Groups"": true}, ""Payments"": {""Credit cards"": true}}",,,,,False,None,Palm Beach Coffee Shop,,,,,,"https://www.google.com/maps/place/Palm+Beach+Coffee+Shop/@26.1906808,50.0209818,14z/data=!4m8!1m2!2m1!1sPalm+Beach+Coffee+Shop!3m4!1s0x3e49df3e71757db9:0xc9517817b739cfdf!8m2!3d26.1906808!4d50.0209818",ChIJuX11cT7fST4R3885txd4Uck,0x3e49df3e71757db9:0xc9517817b739cfdf,14506507917990678495,-3940236155718873121,
"coffee shop, Dhahran, Eastern Province, Saudi Arabia",Starbucks,https://locations.starbucks.sa/directory/dhahran/custodian-of-the-two-holy-mosques-rd?utm_source=GMB,Coffee shop,Coffee shop,coffee shops,+966 13 667 8702,"Custodian of The Two Holy Mosques Rd, Aljamiah District, Dhahran 34257",Aljamiah District,Custodian of The Two Holy Mosques Rd,Dhahran,34257,,,Saudi Arabia,SA,26.3354818,50.131177799999996,Asia/Riyadh,,False,4.1,341.0,"https://search.google.com/local/reviews?placeid=ChIJ8Rx6TSXkST4RNU9UT2bPpeY&q=coffee+shop,+Dhahran,+Eastern+Province,+Saudi+Arabia&authuser=0&hl=en&gl=SA",,"{""1"": 49, ""2"": 5, ""3"": 27, ""4"": 57, ""5"": 203}",49.0,5.0,27.0,57.0,203.0,92.0,https://lh5.googleusercontent.com/p/AF1QipMzHkJzVV4-b3Z6V3P_OcXCeqrXbxaBGTYwOfOL=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipMzHkJzVV4-b3Z6V3P_OcXCeqrXbxaBGTYwOfOL=w1600-h1000-k-no,,"{""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours"", ""Sunday"": ""Open 24 hours""}",Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,"[{""drive_through"": {""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours"", ""Sunday"": ""Open 24 hours""}}, {""delivery"": {""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours"", ""Sunday"": ""Open 24 hours""}}, {""takeout"": {""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours"", ""Sunday"": ""Open 24 hours""}}]",,OPERATIONAL,"{""Service options"": {""Outdoor seating"": true, ""No-contact delivery"": true, ""Delivery"": true, ""Drive-through"": true, ""Takeaway"": true, ""Dine-in"": true}, ""Accessibility"": {""Wheelchair-accessible car park"": true, ""Wheelchair-accessible seating"": false, ""Wheelchair-accessible toilet"": false}, ""Offerings"": {""Coffee"": true, ""Small plates"": true}, ""Dining options"": {""Breakfast"": true, ""Brunch"": true, ""Lunch"": true, ""Dinner"": true, ""Dessert"": true, ""Seating"": true}, ""Amenities"": {""Toilets"": true, ""Wi-Fi"": true}, ""Atmosphere"": {""Casual"": true, ""Cosy"": true}, ""Crowd"": {""Family friendly"": true, ""Groups"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}}",$$,,https://lh4.googleusercontent.com/-d8qQ5y0yrgk/AAAAAAAAAAI/AAAAAAAAAAA/HJcYmbxUWnY/s44-p-k-no-ns-nd/photo.jpg,"Seattle-based coffeehouse chain known for its signature roasts, light bites and WiFi availability.",True,117065026033881788944,Starbucks,https://www.google.com/maps/contrib/117065026033881788944,,https://www.starbucks.sa/en/delivers,,"https://www.starbucks.sa/en/delivers, https://hungerstation.com/ar/dhahran/ad-danah-al-shamaliyah/62321/starbucks-2?utm_source=google&utm_medium=organic&utm_campaign=google_reserve_place_order_action","https://www.google.com/maps/place/Starbucks/@26.3354818,50.131177799999996,14z/data=!4m8!1m2!2m1!1sStarbucks!3m4!1s0x3e49e4254d7a1cf1:0xe6a5cf664f544f35!8m2!3d26.3354818!4d50.131177799999996",ChIJ8Rx6TSXkST4RNU9UT2bPpeY,0x3e49e4254d7a1cf1:0xe6a5cf664f544f35,16619918038205222709,-1826826035504328907,
"coffee shop, Dhahran, Eastern Province, Saudi Arabia",Shrq Coffee Roasters,,Coffee shop,Coffee shop,coffee shops,,"Al Mujamma, 112 Eastern Ave, Saudi Aramco, Dhahran 34465",Saudi Aramco,"Al Mujamma, 112 Eastern Ave",Dhahran,34465,,,Saudi Arabia,SA,26.3091534,50.130048099999996,Asia/Riyadh,,False,5.0,1.0,"https://search.google.com/local/reviews?placeid=ChIJGXHterLnST4Rce1BQWoADu8&q=coffee+shop,+Dhahran,+Eastern+Province,+Saudi+Arabia&authuser=0&hl=en&gl=SA",,"{""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 1}",0.0,0.0,0.0,0.0,1.0,,,,,,,,,OPERATIONAL,"{""Service options"": {""No-contact delivery"": true, ""Delivery"": true, ""Takeaway"": true, ""Dine-in"": true}, ""Offerings"": {""Coffee"": true}, ""Atmosphere"": {""Casual"": true, ""Cosy"": true}}",,,,,False,None,Shrq Coffee Roasters,,,,,,"https://www.google.com/maps/place/Shrq+Coffee+Roasters/@26.3091534,50.130048099999996,14z/data=!4m8!1m2!2m1!1sShrq+Coffee+Roasters!3m4!1s0x3e49e7b27aed7119:0xef0e006a4141ed71!8m2!3d26.3091534!4d50.130048099999996",ChIJGXHterLnST4Rce1BQWoADu8,0x3e49e7b27aed7119:0xef0e006a4141ed71,17225706081100098929,17225706081100098929,
"coffee shop, Dhahran, Eastern Province, Saudi Arabia",Joffrey's جوفريز,http://joffreysme.com/,Coffee shop,Coffee shop,coffee shops,+966 56 293 2563,"Aramco Middle School, 7387, Gharb Al Dhahran, Dhahran 34465",Gharb Al Dhahran,"Aramco Middle School, 7387",Dhahran,34465,,,Saudi Arabia,SA,26.3026399,50.1366635,Asia/Riyadh,,False,,,,,,,,,,,4.0,https://lh5.googleusercontent.com/p/AF1QipOtFzm2JVbVEl7Z2TlA_6iqJHpjx76fK6d89Bjr=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipOtFzm2JVbVEl7Z2TlA_6iqJHpjx76fK6d89Bjr=w1600-h1000-k-no,,"{""Monday"": ""6 AM-4 PM"", ""Tuesday"": ""6 AM-4 PM"", ""Wednesday"": ""6 AM-4 PM"", ""Thursday"": ""6 AM-4 PM"", ""Friday"": ""Closed"", ""Saturday"": ""Closed"", ""Sunday"": ""6 AM-4 PM""}",Monday: 6 AM-4 PM | Tuesday: 6 AM-4 PM | Wednesday: 6 AM-4 PM | Thursday: 6 AM-4 PM | Friday: Closed | Saturday: Closed | Sunday: 6 AM-4 PM,,,OPERATIONAL,"{""Service options"": {""No-contact delivery"": true, ""Delivery"": true, ""Takeaway"": true, ""Dine-in"": true}, ""Offerings"": {""Coffee"": true}, ""Atmosphere"": {""Casual"": true, ""Cosy"": true}}",,,https://lh6.googleusercontent.com/-oeU3YfC-FY8/AAAAAAAAAAI/AAAAAAAAAAA/U97yIxNNVXc/s44-p-k-no-ns-nd/photo.jpg,,True,111085284004267621158,Joffrey's جوفريز,https://www.google.com/maps/contrib/111085284004267621158,,,,,"https://www.google.com/maps/place/Joffrey%27s+%D8%AC%D9%88%D9%81%D8%B1%D9%8A%D8%B2/@26.3026399,50.1366635,14z/data=!4m8!1m2!2m1!1sJoffrey%27s+%D8%AC%D9%88%D9%81%D8%B1%D9%8A%D8%B2!3m4!1s0x3e49e7170b212045:0x6e88f7e4520d1b1d!8m2!3d26.3026399!4d50.1366635",ChIJRSAhCxfnST4RHRsNUuT3iG4,0x3e49e7170b212045:0x6e88f7e4520d1b1d,7964888501005916957,None,
